input_gibberish,target_correct,shift_type
8hc9j0o68hb,incomplying,L_DOWN__R_UP
dk..k,dilli,L_STAY__R_DOWN
llke,ooid,L_UP__R_DOWN
qwvo8iw,weblike,L_LEFT__R_UP
ubsyearuib,induration,L_LEFT__R_LEFT
gt9hf8hrt97d,frondigerous,L_RIGHT__R_UP
xpe[pepaoru,corporosity,L_LEFT__R_RIGHT
x7bfzc7ozf,subradular,L_DOWN__R_UP
s0yaer9o8t8c,sphaerolitic,L_STAY__R_UP
stjbber,stubber,L_STAY__R_DOWN
eqf8e8dqo,davidical,L_UP__R_UP
y94q589,horatio,L_UP__R_UP
ybhtieb,ungrown,L_RIGHT__R_LEFT
d.l;;knrdd,sloppiness,L_RIGHT__R_DOWN
xoficoic,soricoid,L_DOWN__R_STAY
jzo8x9h,malison,L_DOWN__R_UP
59s90y8o853,toxophilite,L_UP__R_UP
gyz,guz,L_STAY__R_LEFT
ocwemwwknwaa,overmeekness,L_LEFT__R_STAY
n3bikituyn,menologium,L_UP__R_LEFT
in1uiwi5o4y,inquisitory,L_UP__R_STAY
;larmarjekrh,postmaturity,L_LEFT__R_DOWN
abruoiubra,antipoints,L_LEFT__R_LEFT
gahksn,gayish,L_STAY__R_DOWN
sznbzux,wambais,L_DOWN__R_LEFT
polytqlqd3q3,polygalaceae,L_UP__R_STAY
8jjer8ted,immerited,L_STAY__R_UP
doqe31uq53,coadequate,L_UP__R_STAY
"fod,odd",dismiss,L_RIGHT__R_RIGHT
ob3ynibidu44giwuw,pneumonocirrhosis,L_UP__R_LEFT
rodji,fichu,L_UP__R_RIGHT
;.qd3mqn,placeman,L_UP__R_DOWN
wqbtq4,sangar,L_UP__R_LEFT
xgdzc8df,steadier,L_DOWN__R_UP
y6cf9b89o9b8czo,hydrobiological,L_DOWN__R_UP
trbobr,revive,L_RIGHT__R_RIGHT
suayrukurt,disutility,L_LEFT__R_LEFT
okyeubinubak,plurinominal,L_LEFT__R_LEFT
omfearoaropm,ingratiation,L_LEFT__R_RIGHT
voncixh,fondish,L_DOWN__R_STAY
gy7f8hb8gd,thuringite,L_DOWN__R_UP
7hx9ovzbo6,unsolvably,L_DOWN__R_UP
cpmdescemdemt,condescendent,L_STAY__R_RIGHT
nwjelmarlja,neuromatous,L_LEFT__R_DOWN
fkyriaw,glutose,L_LEFT__R_LEFT
975043qdy,outpreach,L_UP__R_UP
bdhfd,genre,L_DOWN__R_UP
"nlmdmz,knb",homemaking,L_DOWN__R_DOWN
cznvj.,canful,L_DOWN__R_DOWN
[z;zdp[xucjoc,palaeopsychic,L_DOWN__R_RIGHT
wfvl,egbo,L_LEFT__R_DOWN
tsjdysviorhrdd,ramshackleness,L_RIGHT__R_UP
funamirhwey,gunsmithery,L_LEFT__R_STAY
nekabcgikuze,melancholize,L_STAY__R_LEFT
t800r99f,tipproof,L_STAY__R_UP
y34gq48w5,herbarist,L_UP__R_UP
j7oy8v97tdr,multicourse,L_RIGHT__R_UP
ahtkln,zygion,L_UP__R_DOWN
ogqtidt534,phagocyter,L_UP__R_LEFT
ayoeaubrwkkwxryak,supraintellectual,L_LEFT__R_LEFT
omsw[ewjwmaov;w,indeprehensible,L_LEFT__R_RIGHT
ofdguxgifuczk,prehistorical,L_DOWN__R_LEFT
teoo7reted,tellureted,L_STAY__R_UP
"bos,arome",bismarine,L_STAY__R_RIGHT
foect89hao,flectional,L_STAY__R_UP
cozfxdn,coarsen,L_DOWN__R_STAY
vln.r,coble,L_RIGHT__R_DOWN
whn3d5kd,synectic,L_UP__R_DOWN
ntwkinakaxua,myelomalacia,L_LEFT__R_LEFT
xgubabrwxa,chinantecs,L_LEFT__R_LEFT
lodulqm3n5,loculament,L_UP__R_STAY
imexactomg;u,unexactingly,L_STAY__R_RIGHT
[dfpzpmocd,perozonide,L_DOWN__R_RIGHT
sqiea;omg,squealing,L_STAY__R_RIGHT
d8h17q8h,cinquain,L_UP__R_UP
w5qwkm354kd,stasimetric,L_UP__R_DOWN
h8c9dej7s,nicodemus,L_STAY__R_UP
w3nuo3d5ubq53,semipectinate,L_UP__R_LEFT
rnewnw,threne,L_LEFT__R_DOWN
zfcjbpgcjdf,archbotcher,L_DOWN__R_RIGHT
amweixanly,americanly,L_LEFT__R_STAY
frlibrtsnlr,deliverable,L_RIGHT__R_STAY
xdnunzcnzb,semimadman,L_DOWN__R_LEFT
[434puq;5u,preroyalty,L_UP__R_RIGHT
ri[jptu,euphory,L_RIGHT__R_RIGHT
7hcdfvfzj8hb,underframing,L_DOWN__R_UP
sagatju,sagathy,L_STAY__R_RIGHT
eoectr8ze,electrize,L_STAY__R_UP
mazsakar,mazdaist,L_LEFT__R_DOWN
unr4i3neint,unfriending,L_UP__R_STAY
ai[we[epsixropm,superproduction,L_LEFT__R_RIGHT
redtl;,redtop,L_STAY__R_DOWN
untovovo,unrococo,L_RIGHT__R_STAY
xans.we,candler,L_LEFT__R_DOWN
jnl;3n,unopen,L_UP__R_DOWN
"mlw,34",mosker,L_UP__R_DOWN
voaroqnwe,boatowner,L_LEFT__R_STAY
bq4duww,narciss,L_UP__R_LEFT
0oex7re,plexure,L_STAY__R_UP
cfzcyjzd,drachmae,L_DOWN__R_UP
travert8h,travertin,L_STAY__R_UP
nlnagln,nonagon,L_STAY__R_DOWN
ybzozfg,unapart,L_DOWN__R_LEFT
bibfavirute,nonfavorite,L_STAY__R_LEFT
"fi,qpps",gumwood,L_LEFT__R_RIGHT
peopulaaroey,propulsatory,L_LEFT__R_STAY
g9he098es8s,gonepoiesis,L_STAY__R_UP
aaxxnaejeka,saccharuria,L_LEFT__R_DOWN
anoguotrebub,amphipyrenin,L_STAY__R_LEFT
yb3fqdyq53e,unevacuated,L_UP__R_LEFT
raz[auwe,taxpayer,L_LEFT__R_RIGHT
jnckxcljngdc,undiscounted,L_DOWN__R_DOWN
c9o89o8czd,doliolidae,L_DOWN__R_UP
unxueeixulaeizws,uncurricularized,L_LEFT__R_STAY
swxiphweaviliry,decipherability,L_LEFT__R_STAY
inconcdivzbly,inconceivably,L_DOWN__R_STAY
ybayrgieurarucwbwaa,unauthoritativeness,L_LEFT__R_LEFT
axrubiuswa,actinoidea,L_LEFT__R_LEFT
a.anf,slang,L_LEFT__R_DOWN
j323l233e,jewelweed,L_UP__R_STAY
uduiniroguc,idiomorphic,L_STAY__R_LEFT
mk;;34,jipper,L_UP__R_DOWN
factt,facty,L_STAY__R_LEFT
unswemoeal,undermoral,L_LEFT__R_STAY
",s,,pmoyr",mammonite,L_RIGHT__R_RIGHT
lnawrrwe,onsetter,L_LEFT__R_DOWN
spw;,sowl,L_STAY__R_RIGHT
x9hr7jax8r6,contumacity,L_LEFT__R_UP
"j3,ofqtp5pmu",hemivagotony,L_UP__R_RIGHT
8s9o7j,idolum,L_LEFT__R_UP
zele,zeke,L_STAY__R_RIGHT
x9hs6o7ew,condylure,L_LEFT__R_UP
g8d6qh8e3,bicyanide,L_UP__R_UP
h8tr8fer97s,nitriferous,L_STAY__R_UP
zkkdkuc,allelic,L_DOWN__R_LEFT
hyprtpnors,hyperpnoea,L_RIGHT__R_STAY
pfdpzfdmdng,preparement,L_DOWN__R_STAY
djpme4opw[j343,chondriosphere,L_UP__R_RIGHT
dqoi8h,calkin,L_UP__R_UP
pldomofphy,pleomorphy,L_DOWN__R_STAY
z[[d;;zgovd;u,appellatively,L_DOWN__R_RIGHT
rgeiyfgfabf,throughgang,L_LEFT__R_LEFT
oseydiscytyn,pseudoscutum,L_STAY__R_LEFT
pvertedopis,overtedious,L_STAY__R_RIGHT
plqyodk,playock,L_UP__R_STAY
gtuh,frig,L_RIGHT__R_LEFT
nucldivdfoux,nucleiferous,L_DOWN__R_STAY
vktvjmtlysyr,circumrotate,L_RIGHT__R_DOWN
nr;ntlfkjm,nephrodium,L_RIGHT__R_DOWN
deht8haog8a,dentinalgia,L_STAY__R_UP
9rtyr9h,orthron,L_STAY__R_UP
bubzbgixgfzczb,gigantostracan,L_DOWN__R_LEFT
sygttuf,athyrid,L_RIGHT__R_LEFT
nibynebtkuje,monumentlike,L_STAY__R_LEFT
reiposy,tripody,L_LEFT__R_STAY
sydibrd,ausones,L_RIGHT__R_LEFT
imjdzvdc,unheaved,L_DOWN__R_RIGHT
czvghdxx,daftness,L_DOWN__R_UP
j534l;3sh,uteropexy,L_UP__R_DOWN
"qjkx,arw;",quickstep,L_LEFT__R_DOWN
fdzggdbc,reattend,L_DOWN__R_LEFT
riybdgead,roundhead,L_STAY__R_LEFT
voluminoux,voluminous,L_DOWN__R_STAY
vkcdvdfxz..h,viceversally,L_DOWN__R_DOWN
aass;wqoaw,saddlewise,L_LEFT__R_RIGHT
54idhow54ontyl3,trichostrongyle,L_UP__R_STAY
smmpysypt,annotator,L_RIGHT__R_RIGHT
;o;oa;es,liliales,L_STAY__R_RIGHT
wkcuea,elvira,L_LEFT__R_LEFT
xzvvzfuc,saffarid,L_DOWN__R_LEFT
xaoo8fea0ywe,calligrapher,L_LEFT__R_UP
fjaesav.w,guardable,L_LEFT__R_DOWN
gqhey94,bandhor,L_UP__R_UP
u9wo,joel,L_LEFT__R_UP
e4uf34,driver,L_UP__R_LEFT
xdodh8g8xy,selenitish,L_DOWN__R_UP
"vr[js;smyjoi,",cephalanthium,L_RIGHT__R_RIGHT
"hlkc,s",yoicks,L_STAY__R_DOWN
"jp,3;3wwm3ww",homelessness,L_UP__R_RIGHT
tiroedubeer,torpedineer,L_STAY__R_LEFT
;sddrnhrt,passenger,L_RIGHT__R_DOWN
nk;;lgkbfknd,hippotigrine,L_DOWN__R_DOWN
dpotulsyion,sporulation,L_RIGHT__R_STAY
jsygt,kathy,L_RIGHT__R_LEFT
jn3s534nq.,unexternal,L_UP__R_DOWN
ewswvkr,redebit,L_LEFT__R_DOWN
"vp;i,ms;",columnal,L_RIGHT__R_RIGHT
"sxpyjopmoi,",azothionium,L_RIGHT__R_RIGHT
artucykart,articulary,L_STAY__R_LEFT
nof3liwm,novelism,L_UP__R_STAY
nsnrnllf,babehood,L_RIGHT__R_DOWN
0or9vt6dysoo8hr,pleocrystalline,L_RIGHT__R_UP
l;5lt4qm,optogram,L_UP__R_DOWN
y9rvea8hws,hotbrained,L_LEFT__R_UP
[dfxpmxjo[,personship,L_DOWN__R_RIGHT
wydjqt3,suckage,L_UP__R_LEFT
[rfrdytos;;u,pedestrially,L_RIGHT__R_RIGHT
"tjoxpdyp,sypid",rhizostomatous,L_RIGHT__R_RIGHT
rp4lqg;3,forkable,L_UP__R_RIGHT
r3f34ljw.h,feverously,L_UP__R_DOWN
0dr7f9jrt8dj,pseudomerism,L_RIGHT__R_UP
veuralizarion,brutalization,L_LEFT__R_STAY
d946eqo8h,corydalin,L_UP__R_UP
voyiahly,boyishly,L_LEFT__R_STAY
nlmlx;lfh,homospory,L_DOWN__R_DOWN
"s.rs,",aleak,L_RIGHT__R_DOWN
78h7t8v,uiguric,L_RIGHT__R_UP
qiomaru,quinary,L_STAY__R_RIGHT
wastkng,wasting,L_STAY__R_DOWN
nykuwgkt,mulishly,L_UP__R_LEFT
kuvdci,livedo,L_DOWN__R_LEFT
eystg8hh,wharfing,L_RIGHT__R_UP
a.kdade,alidade,L_STAY__R_DOWN
[zmgpxcp[oc,pantoscopic,L_DOWN__R_RIGHT
wmoo5hgo43e,smoothbored,L_UP__R_STAY
lernleena;nh,orthorrhaphy,L_LEFT__R_DOWN
[smpd,panos,L_RIGHT__R_RIGHT
c9xg7j8c,costumic,L_DOWN__R_UP
3ndydlop3eiqw5,encyclopediast,L_UP__R_STAY
"[arepmu,ox",patronymic,L_LEFT__R_RIGHT
uno43eudqgk3,impredicable,L_UP__R_LEFT
gzbbubzkuzb,hannibalian,L_DOWN__R_LEFT
xchizzdz,schizaea,L_DOWN__R_STAY
wq4diue,sarcoid,L_UP__R_LEFT
ykytsgynsb,ultrahuman,L_RIGHT__R_LEFT
qddoe3m5q;ow5,accidentalist,L_UP__R_RIGHT
n33el3,needle,L_UP__R_STAY
czjnch,dauncy,L_DOWN__R_DOWN
[4pmqpw,pronaos,L_UP__R_RIGHT
ghnqne,byhand,L_UP__R_DOWN
jnvnk.fkdn,unchildish,L_RIGHT__R_DOWN
nerma,herma,L_STAY__R_DOWN
olympivly,olympicly,L_RIGHT__R_STAY
igggsbfrfkt,offhandedly,L_RIGHT__R_LEFT
.jnkxjeewnr,lunicurrent,L_LEFT__R_DOWN
milkdf,milker,L_DOWN__R_STAY
turammoca;mess,tyrannicalness,L_STAY__R_RIGHT
st9riw8se,storkwise,L_STAY__R_UP
cdxpdfzgdndxx,desperateness,L_DOWN__R_STAY
oewaooiubr,preappoint,L_LEFT__R_LEFT
jsikubuyr,kaolinite,L_RIGHT__R_LEFT
q;;p[ju;iw,allophylus,L_UP__R_RIGHT
vpfrepr,bogtrot,L_LEFT__R_RIGHT
drjxkness,druxiness,L_STAY__R_DOWN
bufzvvd,giraffe,L_DOWN__R_LEFT
qudhl35,auchlet,L_UP__R_STAY
gfzhx06o9f8c,transpyloric,L_DOWN__R_UP
jzcy8hdf6,machinery,L_DOWN__R_UP
vk..dj.,filleul,L_DOWN__R_DOWN
gtcfixdkdbucd,hydroselenide,L_DOWN__R_LEFT
mrs.rt,mealer,L_RIGHT__R_DOWN
ryttdygryd,eurystheus,L_RIGHT__R_LEFT
ukkunutatuib,illimitation,L_STAY__R_LEFT
kybxgwe,luncher,L_LEFT__R_LEFT
o34d3b5qgk3,percentable,L_UP__R_LEFT
0oahta8h,plantain,L_STAY__R_UP
sy608v,atypic,L_RIGHT__R_UP
"[tp;rhp,rmody",prolegomenist,L_RIGHT__R_RIGHT
qm5owdq;3,antiscale,L_UP__R_RIGHT
djp4opd3;3,choriocele,L_UP__R_RIGHT
43nl5krkdq5kln,renotification,L_UP__R_DOWN
trspply,reapply,L_RIGHT__R_STAY
tisfubh,roading,L_RIGHT__R_LEFT
7hdc8v68hb,unedifying,L_DOWN__R_UP
;.shhtljnf,playground,L_RIGHT__R_DOWN
c7t8t8s,cutitis,L_STAY__R_UP
dkdr.,sisel,L_RIGHT__R_DOWN
terrebekt,terrenely,L_STAY__R_LEFT
ndvzncljx,nefandous,L_DOWN__R_DOWN
aj;weav.h,superably,L_LEFT__R_DOWN
jne34dqnfqww,undercanvass,L_UP__R_DOWN
earsokuttubg,earsplitting,L_STAY__R_LEFT
43nqtb35uaq5uib,remagnetization,L_UP__R_LEFT
d8so8ier,disliker,L_STAY__R_UP
5iq4,tiar,L_UP__R_STAY
rmvutyofsr,encyrtidae,L_RIGHT__R_RIGHT
yrvgbuvd,technics,L_RIGHT__R_LEFT
exf9o8at8ve,exfoliative,L_STAY__R_UP
08y6o7d,pitylus,L_RIGHT__R_UP
"acetbrp,a,ode",acetbromamide,L_STAY__R_RIGHT
jub5q4,kintar,L_UP__R_LEFT
4qbd3wd3b5,rancescent,L_UP__R_LEFT
awe;wnraekjm,serpentarium,L_LEFT__R_DOWN
xoqfeam,cowgram,L_LEFT__R_STAY
i4eubq5uib,ordination,L_UP__R_LEFT
ow3yei4inqb5ud,pseudoromantic,L_UP__R_LEFT
xnwmlrel;kx,chemotropic,L_LEFT__R_DOWN
fudvitfgyk,discordful,L_RIGHT__R_LEFT
ubyrtersbrt,interweaver,L_RIGHT__R_LEFT
"[jprpmp,ocs",phoronomics,L_STAY__R_RIGHT
"ean,.h",rankly,L_LEFT__R_DOWN
435y43wy,rethresh,L_UP__R_UP
xjzvdl.dng,suaveolent,L_DOWN__R_DOWN
red9ci,redock,L_STAY__R_UP
dysogtkigrnus,staphylohemia,L_RIGHT__R_LEFT
phyyohlonulin,phytoglobulin,L_RIGHT__R_STAY
rpidyolidy,epistolist,L_RIGHT__R_STAY
feuqya,griqua,L_LEFT__R_LEFT
"zgiz,o",atuami,L_DOWN__R_RIGHT
detergeht,detergent,L_STAY__R_UP
y9o9xa7ar8x,holocaustic,L_LEFT__R_UP
agisstqaes,shoddyward,L_LEFT__R_LEFT
vdzgjdfvds,featherfew,L_DOWN__R_RIGHT
",edoi,ozatopm",mediumization,L_STAY__R_RIGHT
;s;htjd,papyrus,L_RIGHT__R_DOWN
siaxowlia,diacoelia,L_LEFT__R_STAY
ra;qpps,talwood,L_LEFT__R_RIGHT
2y8gq,whiba,L_UP__R_UP
gsyso8dy,fatalist,L_RIGHT__R_UP
enghstlmatkdae,engystomatidae,L_STAY__R_DOWN
impvareixrws,unobstructed,L_LEFT__R_RIGHT
7hwz0ewaa8vowhwaa,unexpressibleness,L_LEFT__R_UP
mlnl;nrnlnfa.,monophthongal,L_LEFT__R_DOWN
hoeadoesirw,horsfordite,L_LEFT__R_STAY
katerufkirak,laterifloral,L_STAY__R_LEFT
57h8do3ww,tunicless,L_UP__R_UP
fwomwrey,geometry,L_LEFT__R_STAY
xhwxkeoqwe,checkrower,L_LEFT__R_STAY
qniwodh4omq5id,anisochromatic,L_UP__R_STAY
knl;;l45jn3,inopportune,L_UP__R_DOWN
5y4qwy,thrash,L_UP__R_UP
cdphzlic,cephalic,L_DOWN__R_STAY
xwnrafw,centage,L_LEFT__R_DOWN
gzjgndxx,tautness,L_DOWN__R_DOWN
x6xo90whrahw,cyclopentane,L_LEFT__R_UP
",upzomw",myoxine,L_LEFT__R_RIGHT
7hqah8hf,unwaning,L_LEFT__R_UP
"retll,",retook,L_STAY__R_DOWN
ubyrtfuvyit,interdictor,L_RIGHT__R_LEFT
gfoblocygiczl,troglodytical,L_DOWN__R_STAY
jnneared,unneared,L_STAY__R_DOWN
43wike34,resolder,L_UP__R_LEFT
0ae8r6,parity,L_LEFT__R_UP
reqyure,require,L_STAY__R_LEFT
h9st9cy8he,nostochine,L_STAY__R_UP
j949w3o6,morosely,L_UP__R_UP
"qpe;s,alomf",worldmaking,L_LEFT__R_RIGHT
ybodtvguv,unpsychic,L_RIGHT__R_LEFT
gue4i5ud,hidrotic,L_UP__R_LEFT
7h9009drf,unopposed,L_RIGHT__R_UP
car;lglnkjm,carpogonium,L_STAY__R_DOWN
cjoczmdf,chicaner,L_DOWN__R_RIGHT
milijobsm,nukuhivan,L_RIGHT__R_RIGHT
axanrnl;lslja,acanthopodous,L_LEFT__R_DOWN
stvjnsmf,archband,L_RIGHT__R_RIGHT
uknebirytuke,ilmenorutile,L_STAY__R_LEFT
s.vlnl.flm,alcoholdom,L_RIGHT__R_DOWN
wkqt,skag,L_UP__R_STAY
awquwla,sequela,L_LEFT__R_STAY
3neod4i5id,endocritic,L_UP__R_STAY
nwxklwaa,neckless,L_LEFT__R_STAY
jne34mknknt.h,underminingly,L_UP__R_DOWN
x6h9d09tshhr,zygosporange,L_RIGHT__R_UP
mz[jgjdmd,naphthene,L_DOWN__R_RIGHT
;nejmatl.htkc,pneumatolytic,L_STAY__R_DOWN
cdx09hcdhcd,despondence,L_DOWN__R_UP
od5qne4iq,octandria,L_UP__R_STAY
ktnogiaaexina,lymphosarcoma,L_LEFT__R_LEFT
rjrj,tutu,L_LEFT__R_DOWN
vpmytsfovyobr,contradictive,L_RIGHT__R_RIGHT
fdofivijd,reprovoke,L_DOWN__R_LEFT
ekxnw..krw,richellite,L_LEFT__R_DOWN
siybdfyk,soundful,L_STAY__R_LEFT
aokabatusn,aplanatism,L_STAY__R_LEFT
inbstisnvy,invariancy,L_RIGHT__R_STAY
"[p;ue34,u",polydermy,L_UP__R_RIGHT
ixigfuzzikd,osotriazole,L_DOWN__R_LEFT
cjzfgdf,charter,L_DOWN__R_RIGHT
8h178o8h97w,inquilinous,L_UP__R_UP
"fr,otji,n",demirhumb,L_RIGHT__R_RIGHT
czlmdf,calmer,L_DOWN__R_STAY
;34klekdq.kw5,periodicalist,L_UP__R_DOWN
chlofopzllzcic,chloropalladic,L_DOWN__R_STAY
c8owo6,vilely,L_LEFT__R_UP
rcpvvo[oys;,exoccipital,L_RIGHT__R_RIGHT
",qaeqow,",mazdaism,L_UP__R_RIGHT
vwd8r,befit,L_LEFT__R_UP
kur5nqb,liftman,L_UP__R_LEFT
ytunkry,triblet,L_RIGHT__R_LEFT
otiyinshbsyr,protomagnate,L_RIGHT__R_LEFT
czczn,cacam,L_DOWN__R_LEFT
o843oo8h3,lirelline,L_UP__R_UP
n355q;jw,nettapus,L_UP__R_DOWN
"fot3wo,q;",vigesimal,L_UP__R_RIGHT
bodb,gleg,L_DOWN__R_UP
w7034049w03497w,superprosperous,L_UP__R_UP
nh;lcnk.kjm,hypochilium,L_STAY__R_DOWN
gubjdfdf,tinkerer,L_DOWN__R_LEFT
vtre;rdd,crewless,L_RIGHT__R_RIGHT
v9j0sdd89hordd,compassionless,L_RIGHT__R_UP
bq4wubtq,narsinga,L_UP__R_LEFT
jne34wn34krr,undersheriff,L_UP__R_DOWN
"smyo,pmsyr",antimonate,L_RIGHT__R_RIGHT
bzjbz,gamba,L_DOWN__R_UP
wnk.es,whiles,L_STAY__R_DOWN
1y343w,queres,L_UP__R_LEFT
zdfobux,aerobus,L_DOWN__R_STAY
cpfmdggomp,cornettino,L_DOWN__R_RIGHT
",eroqiompme",meriquinone,L_STAY__R_RIGHT
mivtopolstidvopr,micropolariscope,L_RIGHT__R_STAY
jiweu,koeri,L_LEFT__R_LEFT
djohhsopm,shiggaion,L_RIGHT__R_RIGHT
abseikwoaua,androlepsia,L_LEFT__R_LEFT
ybcikarukuzw,unvolatilize,L_LEFT__R_LEFT
vufxg,first,L_DOWN__R_LEFT
undhqlk3e,unchalked,L_UP__R_STAY
dompqnionqgl3,companionable,L_UP__R_STAY
w5qneq4e2kw3,standardwise,L_UP__R_DOWN
rcr7hy,exeunt,L_RIGHT__R_UP
oimr,oime,L_RIGHT__R_STAY
cdiooukzbg,deoppilant,L_DOWN__R_LEFT
vwhawo,bensel,L_LEFT__R_UP
agujae,shikar,L_LEFT__R_LEFT
ftoml[tppg,drinkproof,L_RIGHT__R_RIGHT
;pdoq5opm,lociation,L_UP__R_RIGHT
vwewnfaekankam,berengarianism,L_LEFT__R_DOWN
c7jzocdy6cd,cumaldehyde,L_DOWN__R_UP
vzbfzmg,vagrant,L_DOWN__R_RIGHT
imgzxldc,untasked,L_DOWN__R_RIGHT
g99yo8hyyd,footlights,L_RIGHT__R_UP
"xoco;oci,",sicilicum,L_DOWN__R_RIGHT
ubfearuarubf,ingratiating,L_LEFT__R_LEFT
",odv;so,",misclaim,L_RIGHT__R_RIGHT
l3io54opid,leiotropic,L_UP__R_STAY
"ap,arpfmpaoa",somatognosis,L_LEFT__R_RIGHT
wyggi43qk,subboreal,L_UP__R_LEFT
g9956o3ww,bootyless,L_UP__R_UP
e8wd9j6d353,discomycete,L_UP__R_UP
lsskf.jent,ossifluent,L_STAY__R_DOWN
tricgukioidiys,trochilopodous,L_STAY__R_LEFT
ablde,abode,L_STAY__R_DOWN
vns;kyts.,chapitral,L_RIGHT__R_DOWN
aexnreakrle,archtraitor,L_LEFT__R_DOWN
ajh89t8c,amniotic,L_STAY__R_UP
v;aarp[pea;,blastoporal,L_LEFT__R_RIGHT
jetej08r8c8st,metempiricist,L_STAY__R_UP
[uepcamasarw,pyrovanadate,L_LEFT__R_RIGHT
9f3454qd3,overtrace,L_UP__R_UP
aanh,ashy,L_LEFT__R_DOWN
"k.,snr",ilkane,L_RIGHT__R_DOWN
t4omm3;;oq,grinnellia,L_UP__R_RIGHT
bewcak,newcal,L_STAY__R_LEFT
[omea;,pineal,L_STAY__R_RIGHT
nwkirgeua,melothria,L_LEFT__R_LEFT
",amtpdea",mantodea,L_STAY__R_RIGHT
"[jutp,a",phytoma,L_STAY__R_RIGHT
",od4pd34q5piw",microceratous,L_UP__R_RIGHT
h3534qkiw,heterakis,L_UP__R_STAY
rgweinieogiya,theromorphous,L_LEFT__R_LEFT
sgyonisn,aftonian,L_RIGHT__R_STAY
"d[rt,syp[juyr",spermatophyte,L_RIGHT__R_RIGHT
d8graj,digram,L_STAY__R_UP
r;tov,elric,L_RIGHT__R_RIGHT
mpdomh,nosing,L_RIGHT__R_RIGHT
sdv8f8g9tj,ascidiform,L_RIGHT__R_UP
09w5o7e3,postlude,L_UP__R_UP
nltrhsy,boregat,L_RIGHT__R_DOWN
lsxstolr,lazarole,L_RIGHT__R_STAY
zyxigifnibd,auxohormone,L_DOWN__R_LEFT
catjomome,cathinine,L_STAY__R_RIGHT
5im34,timer,L_UP__R_STAY
qd5uf3b3ww,activeness,L_UP__R_LEFT
d.aan;an,flashpan,L_LEFT__R_DOWN
if34d4i2e3e,overcrowded,L_UP__R_LEFT
untrvlinrf,unreclined,L_RIGHT__R_STAY
h9hewo8f897ahwaa,nonreligiousness,L_LEFT__R_UP
"om5o,q53m3ww",intimateness,L_UP__R_RIGHT
yamaxeaq,yamacraw,L_LEFT__R_STAY
cjmj.atkln,cumulation,L_STAY__R_DOWN
xonreiruearw,contriturate,L_LEFT__R_STAY
okynbert,plumbery,L_STAY__R_LEFT
"ju[mp5ow,",hypnotism,L_UP__R_RIGHT
0o7t8d08tso,plurispiral,L_RIGHT__R_UP
r9oi48ty5,folkright,L_UP__R_UP
jupw5u;od,hyostylic,L_UP__R_RIGHT
;jkdnr,puisne,L_RIGHT__R_DOWN
johjrt,higher,L_RIGHT__R_RIGHT
"w[o;w[rodpe,",epileptiform,L_LEFT__R_RIGHT
ewpaxw,repace,L_LEFT__R_STAY
mrmltsnk.ks,memorabilia,L_RIGHT__R_DOWN
h9hxdcfdg9f6,nonsecretory,L_DOWN__R_UP
43qel4n,readorn,L_UP__R_DOWN
phlrhmlrdd,phlegmless,L_RIGHT__R_STAY
9f34w548e3h5o6,overstridently,L_UP__R_UP
ubyrtkivyyitukt,interlocutorily,L_RIGHT__R_LEFT
nwreiktnogabfurua,metrolymphangitis,L_LEFT__R_LEFT
sykogibebziate,sulphobenzoate,L_STAY__R_LEFT
sevemtj;u,seventhly,L_STAY__R_RIGHT
rum32o45,fumewort,L_UP__R_STAY
"z,pimg",amount,L_DOWN__R_RIGHT
5p[wu,topsy,L_UP__R_RIGHT
peavaaai,orabassu,L_LEFT__R_RIGHT
ndufdcgzxy,neurectasy,L_DOWN__R_STAY
juaridyinf,justifying,L_LEFT__R_STAY
dxckgknb.h,excitingly,L_DOWN__R_DOWN
aavwar,asbest,L_LEFT__R_STAY
bjnce,bunce,L_STAY__R_DOWN
cahas8x,vanadic,L_LEFT__R_UP
sblkfmrny,avoidment,L_RIGHT__R_DOWN
rqke.h,twirly,L_LEFT__R_DOWN
smphipnrudy,amphipneust,L_RIGHT__R_STAY
pl3u4op34i5on3ql,pleuroperitoneal,L_UP__R_STAY
rozixolofix,toxicologic,L_LEFT__R_STAY
seqyestryn,sequestrum,L_STAY__R_LEFT
mlnlclnch.z,monocondyla,L_DOWN__R_DOWN
dy7nn9thhrdd,stubbornness,L_RIGHT__R_UP
43d3m3n5,recement,L_UP__R_STAY
nyngk3,mumble,L_UP__R_LEFT
ryssekua,russelia,L_STAY__R_LEFT
lihnodr,lignose,L_RIGHT__R_STAY
c90dozgzd,copelatae,L_DOWN__R_UP
dhd.l;3n5qnln3,cyclopentanone,L_UP__R_DOWN
swjji,dekko,L_LEFT__R_LEFT
fgyeet,ghurry,L_LEFT__R_LEFT
"n.sjnl,",blaubok,L_RIGHT__R_DOWN
d9oo346,collery,L_UP__R_UP
vunyah,bunyah,L_LEFT__R_STAY
ufucixnuyn,iridosmium,L_DOWN__R_LEFT
scao0r7j,scalprum,L_STAY__R_UP
stu;osj;u,stylishly,L_STAY__R_RIGHT
xiybrweunafubaruib,counterimagination,L_LEFT__R_LEFT
"[534pw5ot,q;",pterostigmal,L_UP__R_RIGHT
clln,doon,L_DOWN__R_DOWN
gfkblndjgkc,trigoneutic,L_DOWN__R_DOWN
imma[lomws,unnapkined,L_LEFT__R_RIGHT
